Product ID,Product Position,Promotion,Product Category,Seasonal,Sales Volume,brand,price,currency,terms,section,season,material,origin,Total Revenue,Order Date,Sales Month
178281.0,End-cap,No,clothing,No,911.0,Zara,39.99,USD,jackets,WOMAN,Spring,Polyester,Vietnam,36430.89,2023-02-05,2023-02
194339.0,End-cap,Yes,clothing,No,1575.0,Zara,16.99,USD,jackets,WOMAN,Autumn,Viscose,Cambodia,26759.249999999996,2023-02-06,2023-02
174412.0,Aisle,Yes,clothing,No,1440.0,Zara,16.99,USD,jackets,WOMAN,Spring,Viscose,Spain,24465.6,2023-02-07,2023-02
114877.0,Aisle,No,clothing,Yes,942.0,Zara,39.99,USD,jackets,WOMAN,Spring,Polyester,Vietnam,37670.58,2023-02-08,2023-02
140727.0,End-cap,No,clothing,No,972.0,Zara,21.99,USD,jackets,WOMAN,Winter,Viscose,Bangladesh,21374.28,2023-02-09,2023-02
133109.0,Front of Store,No,clothing,Yes,860.0,Zara,45.99,USD,jackets,WOMAN,Spring,Cotton,Bangladesh,39551.4,2023-02-10,2023-02
127296.0,Aisle,No,clothing,No,709.0,Zara,45.99,USD,jackets,MAN,Spring,Cotton,China,32606.91,2023-02-11,2023-02
133757.0,Aisle,No,clothing,Yes,663.0,Zara,99.99,USD,jackets,WOMAN,Autumn,Wool,Spain,66293.37,2023-02-12,2023-02
111760.0,End-cap,No,clothing,No,876.0,Zara,22.99,USD,jackets,MAN,Spring,Wool Blend,Argentina,20139.239999999998,2023-02-13,2023-02
198375.0,End-cap,Yes,clothing,Yes,1284.0,Zara,19.99,USD,jackets,WOMAN,Spring,Polyester,Turkey,25667.159999999996,2023-02-14,2023-02
168837.0,Aisle,No,clothing,No,871.0,Zara,22.99,USD,jackets,MAN,Autumn,Polyester,Argentina,20024.289999999997,2023-02-15,2023-02
138505.0,Front of Store,Yes,clothing,Yes,1330.0,Zara,43.95,USD,jackets,WOMAN,Autumn,Cotton,Morocco,58453.50000000001,2023-02-16,2023-02
116228.0,End-cap,No,clothing,No,880.0,Zara,74.99,USD,jackets,WOMAN,Winter,Polyester,India,65991.2,2023-02-17,2023-02
167592.0,Front of Store,No,clothing,No,815.0,Zara,49.99,USD,jackets,WOMAN,Autumn,Viscose,Argentina,40741.85,2023-02-18,2023-02
133100.0,End-cap,No,clothing,Yes,851.0,Zara,39.95,USD,jackets,MAN,Autumn,Wool,India,33997.450000000004,2023-02-19,2023-02
119955.0,Front of Store,No,clothing,No,749.0,Zara,59.99,USD,jackets,MAN,Autumn,Polyester,Morocco,44932.51,2023-02-20,2023-02
189349.0,End-cap,Yes,clothing,No,1211.0,Zara,86.99,USD,jackets,WOMAN,Spring,Cotton,Bangladesh,105344.89,2023-02-21,2023-02
127478.0,Front of Store,No,clothing,Yes,899.0,Zara,22.95,USD,jackets,WOMAN,Spring,Cotton,Cambodia,20632.05,2023-02-22,2023-02
180661.0,Front of Store,No,clothing,No,908.0,Zara,17.95,USD,jackets,MAN,Winter,Wool Blend,China,16298.599999999999,2023-02-23,2023-02
186681.0,End-cap,No,clothing,No,895.0,Zara,29.0,USD,jackets,WOMAN,Autumn,Acrylic,Bangladesh,25955.0,2023-02-24,2023-02
133183.0,Front of Store,No,clothing,Yes,785.0,Zara,29.95,USD,jackets,WOMAN,Autumn,Polyester,Vietnam,23510.75,2023-02-25,2023-02
173508.0,Aisle,No,clothing,No,735.0,Zara,19.99,USD,jackets,MAN,Autumn,Viscose,Turkey,14692.65,2023-02-26,2023-02
187930.0,End-cap,No,clothing,No,980.0,Zara,22.0,USD,jackets,WOMAN,Autumn,Cotton,India,21560.0,2023-02-27,2023-02
124088.0,End-cap,No,clothing,Yes,964.0,Zara,35.95,USD,jackets,WOMAN,Autumn,Viscose,Bangladesh,34655.8,2023-02-28,2023-02
190238.0,Front of Store,No,clothing,Yes,826.0,Zara,29.99,USD,jackets,MAN,Spring,Denim,Spain,24771.739999999998,2023-03-01,2023-03
163234.0,Front of Store,No,clothing,No,923.0,Zara,25.99,USD,jackets,WOMAN,Spring,Denim,Turkey,23988.769999999997,2023-03-02,2023-03
135610.0,Aisle,Yes,clothing,No,1297.0,Zara,92.99,USD,jackets,MAN,Winter,Wool Blend,Vietnam,120608.03,2023-03-03,2023-03
117065.0,Aisle,No,clothing,No,919.0,Zara,49.95,USD,jackets,WOMAN,Spring,Cotton,China,45904.05,2023-03-04,2023-03
149315.0,End-cap,No,clothing,No,896.0,Zara,19.99,USD,jackets,WOMAN,Autumn,Cotton,Cambodia,17911.039999999997,2023-03-05,2023-03
149510.0,Aisle,No,clothing,No,815.0,Zara,29.95,USD,jackets,WOMAN,Autumn,Viscose,India,24409.25,2023-03-06,2023-03
137990.0,Aisle,Yes,clothing,Yes,1226.0,Zara,41.95,USD,jackets,MAN,Autumn,Polyester,Turkey,51430.700000000004,2023-03-07,2023-03
154016.0,End-cap,No,clothing,Yes,1012.0,Zara,53.0,USD,jackets,WOMAN,Winter,Wool,China,53636.0,2023-03-08,2023-03
117751.0,Aisle,No,clothing,Yes,784.0,Zara,15.0,USD,jackets,MAN,Spring,Viscose,Turkey,11760.0,2023-03-09,2023-03
182362.0,Front of Store,No,clothing,Yes,723.0,Zara,89.95,USD,jackets,WOMAN,Spring,Cotton,Cambodia,65033.85,2023-03-10,2023-03
117725.0,Aisle,Yes,clothing,No,1323.0,Zara,35.99,USD,jackets,WOMAN,Spring,Cotton,China,47614.770000000004,2023-03-11,2023-03
145289.0,End-cap,Yes,clothing,No,1457.0,Zara,37.99,USD,jackets,WOMAN,Autumn,Cotton,India,55351.43,2023-03-12,2023-03
175059.0,Aisle,No,clothing,Yes,891.0,Zara,29.99,USD,jackets,WOMAN,Spring,Wool Blend,China,26721.09,2023-03-13,2023-03
199368.0,Front of Store,No,clothing,No,936.0,Zara,38.99,USD,jackets,WOMAN,Winter,Wool,Bangladesh,36494.64,2023-03-14,2023-03
162883.0,Front of Store,Yes,clothing,No,1429.0,Zara,28.99,USD,jackets,MAN,Autumn,Polyester,China,41426.71,2023-03-15,2023-03
135490.0,Front of Store,No,clothing,No,797.0,Zara,78.99,USD,jackets,MAN,Winter,Polyester,Portugal,62955.03,2023-03-16,2023-03
125408.0,End-cap,Yes,clothing,Yes,1448.0,Zara,33.99,USD,jackets,WOMAN,Spring,Cotton,Turkey,49217.520000000004,2023-03-17,2023-03
134763.0,Front of Store,No,clothing,Yes,1050.0,Zara,64.99,USD,jackets,WOMAN,Winter,Polyester,Spain,68239.5,2023-03-18,2023-03
143231.0,Aisle,No,clothing,Yes,920.0,Zara,59.99,USD,jackets,WOMAN,Autumn,Wool Blend,China,55190.8,2023-03-19,2023-03
125409.0,End-cap,No,clothing,Yes,687.0,Zara,99.99,USD,jackets,WOMAN,Autumn,Cotton,Bangladesh,68693.12999999999,2023-03-20,2023-03
183074.0,Aisle,Yes,clothing,Yes,1407.0,Zara,16.95,USD,jackets,WOMAN,Spring,Denim,Turkey,23848.649999999998,2023-03-21,2023-03
147947.0,Aisle,No,clothing,No,890.0,Zara,22.95,USD,jackets,WOMAN,Autumn,Cotton,Brazil,20425.5,2023-03-22,2023-03
174171.0,Front of Store,Yes,clothing,Yes,1395.0,Zara,17.95,USD,jackets,MAN,Autumn,Cotton,China,25040.25,2023-03-23,2023-03
183064.0,Front of Store,Yes,clothing,No,1289.0,Zara,69.95,USD,jackets,WOMAN,Summer,Linen,Spain,90165.55,2023-03-24,2023-03
177131.0,Aisle,No,clothing,No,739.0,Zara,65.95,USD,jackets,MAN,Winter,Wool,Spain,48737.05,2023-03-25,2023-03
128179.0,End-cap,Yes,clothing,Yes,1302.0,Zara,16.99,USD,jackets,MAN,Autumn,Acrylic,Vietnam,22120.98,2023-03-26,2023-03
152723.0,Aisle,Yes,clothing,Yes,1530.0,Zara,19.99,USD,jackets,WOMAN,Winter,Wool Blend,Bangladesh,30584.699999999997,2023-03-27,2023-03
123824.0,Aisle,No,clothing,Yes,962.0,Zara,29.99,USD,jackets,WOMAN,Autumn,Wool Blend,Bangladesh,28850.379999999997,2023-03-28,2023-03
166345.0,Aisle,Yes,clothing,No,1079.0,Zara,59.99,USD,jackets,MAN,Autumn,Acrylic,China,64729.21,2023-03-29,2023-03
199279.0,Aisle,No,clothing,No,903.0,Zara,15.99,USD,jackets,WOMAN,Autumn,Polyester,China,14438.97,2023-03-30,2023-03
167981.0,End-cap,No,clothing,No,925.0,Zara,29.95,USD,jackets,WOMAN,Autumn,Viscose,China,27703.75,2023-03-31,2023-03
146839.0,Aisle,No,clothing,No,1068.0,Zara,28.99,USD,jackets,WOMAN,Winter,Wool Blend,Turkey,30961.32,2023-04-01,2023-04
187180.0,Front of Store,No,clothing,No,708.0,Zara,79.95,USD,jackets,WOMAN,Autumn,Wool Blend,Spain,56604.6,2023-04-02,2023-04
167640.0,End-cap,Yes,clothing,No,1620.0,Zara,12.95,USD,jackets,WOMAN,Autumn,Viscose,Turkey,20979.0,2023-04-03,2023-04
165158.0,Front of Store,No,clothing,No,1014.0,Zara,19.99,USD,jackets,WOMAN,Spring,Polyester,Spain,20269.859999999997,2023-04-04,2023-04
111521.0,Front of Store,Yes,clothing,Yes,1275.0,Zara,16.95,USD,jackets,MAN,Autumn,Cotton,Bangladesh,21611.25,2023-04-05,2023-04
120228.0,End-cap,Yes,clothing,Yes,1177.0,Zara,34.99,USD,jackets,WOMAN,Autumn,Wool Blend,Morocco,41183.23,2023-04-06,2023-04
133078.0,Aisle,Yes,clothing,Yes,1827.0,Zara,16.95,USD,jackets,WOMAN,Winter,Cotton,India,30967.649999999998,2023-04-07,2023-04
137598.0,Aisle,Yes,clothing,Yes,1232.0,Zara,80.95,USD,jackets,WOMAN,Autumn,Polyester,China,99730.40000000001,2023-04-08,2023-04
138779.0,Front of Store,Yes,clothing,Yes,1077.0,Zara,76.0,USD,jackets,MAN,Autumn,Polyester,India,81852.0,2023-04-09,2023-04
198329.0,Front of Store,Yes,clothing,No,1848.0,Zara,18.99,USD,jackets,WOMAN,Winter,Viscose,Spain,35093.52,2023-04-10,2023-04
110295.0,End-cap,Yes,clothing,No,1312.0,Zara,69.99,USD,jackets,WOMAN,Autumn,Cotton,India,91826.87999999999,2023-04-11,2023-04
196427.0,Aisle,Yes,clothing,No,1432.0,Zara,17.99,USD,jackets,MAN,Autumn,Viscose,Vietnam,25761.679999999997,2023-04-12,2023-04
110075.0,Front of Store,No,clothing,Yes,864.0,Zara,19.99,USD,jackets,WOMAN,Autumn,Wool Blend,Portugal,17271.359999999997,2023-04-13,2023-04
132322.0,Front of Store,Yes,clothing,Yes,1433.0,Zara,34.0,USD,jackets,WOMAN,Spring,Linen,Bangladesh,48722.0,2023-04-14,2023-04
199631.0,Front of Store,No,clothing,No,973.0,Zara,28.99,USD,jackets,MAN,Winter,Wool,India,28207.269999999997,2023-04-15,2023-04
182306.0,Front of Store,No,clothing,Yes,980.0,Zara,33.95,USD,jackets,WOMAN,Summer,Cotton,Brazil,33271.0,2023-04-16,2023-04
194915.0,Aisle,Yes,clothing,No,1495.0,Zara,17.0,USD,jackets,WOMAN,Autumn,Cotton,Morocco,25415.0,2023-04-17,2023-04
131298.0,End-cap,Yes,clothing,Yes,1590.0,Zara,25.95,USD,jackets,WOMAN,Summer,Linen,Spain,41260.5,2023-04-18,2023-04
168571.0,Aisle,Yes,clothing,No,1529.0,Zara,23.95,USD,jackets,MAN,Summer,Linen,Turkey,36619.549999999996,2023-04-19,2023-04
154224.0,End-cap,Yes,clothing,Yes,1525.0,Zara,28.99,USD,jackets,WOMAN,Summer,Linen,China,44209.75,2023-04-20,2023-04
171061.0,Aisle,Yes,clothing,Yes,1518.0,Zara,43.99,USD,jackets,WOMAN,Winter,Cotton,Bangladesh,66776.82,2023-04-21,2023-04
119049.0,Aisle,No,clothing,No,770.0,Zara,45.99,USD,jackets,WOMAN,Spring,Linen Blend,Bangladesh,35412.3,2023-04-22,2023-04
158781.0,End-cap,Yes,clothing,Yes,1216.0,Zara,55.95,USD,jackets,MAN,Autumn,Polyester,Portugal,68035.2,2023-04-23,2023-04
151438.0,Aisle,No,clothing,No,872.0,Zara,29.99,USD,jackets,MAN,Autumn,Viscose,Bangladesh,26151.28,2023-04-24,2023-04
152871.0,End-cap,Yes,clothing,Yes,1677.0,Zara,17.99,USD,jackets,MAN,Winter,Polyester,Spain,30169.229999999996,2023-04-25,2023-04
126806.0,End-cap,Yes,clothing,Yes,1314.0,Zara,61.99,USD,jackets,WOMAN,Autumn,Wool Blend,China,81454.86,2023-04-26,2023-04
134104.0,End-cap,Yes,clothing,No,1560.0,Zara,20.99,USD,jackets,WOMAN,Autumn,Cotton,China,32744.399999999998,2023-04-27,2023-04
120266.0,Front of Store,No,clothing,Yes,937.0,Zara,15.95,USD,jackets,WOMAN,Autumn,Cotton,India,14945.15,2023-04-28,2023-04
173550.0,End-cap,No,clothing,No,843.0,Zara,19.99,USD,jackets,WOMAN,Autumn,Viscose,Morocco,16851.57,2023-04-29,2023-04
175927.0,End-cap,No,clothing,No,738.0,Zara,98.95,USD,jackets,MAN,Winter,Wool Blend,Bangladesh,73025.1,2023-04-30,2023-04
154278.0,End-cap,Yes,clothing,Yes,1404.0,Zara,79.99,USD,jackets,WOMAN,Summer,Linen,Cambodia,112305.95999999999,2023-05-01,2023-05
183537.0,Front of Store,No,clothing,Yes,942.0,Zara,29.99,USD,jackets,WOMAN,Autumn,Polyester,China,28250.579999999998,2023-05-02,2023-05
150424.0,Front of Store,No,clothing,Yes,887.0,Zara,19.0,USD,jackets,WOMAN,Autumn,Polyester,Spain,16853.0,2023-05-03,2023-05
183825.0,Aisle,Yes,clothing,Yes,1501.0,Zara,32.0,USD,jackets,WOMAN,Summer,Cotton,Bangladesh,48032.0,2023-05-04,2023-05
144012.0,Front of Store,No,clothing,No,798.0,Zara,59.99,USD,jackets,WOMAN,Spring,Linen,Cambodia,47872.020000000004,2023-05-05,2023-05
147051.0,Front of Store,No,clothing,Yes,945.0,Zara,54.99,USD,jackets,MAN,Winter,Polyester,Vietnam,51965.55,2023-05-06,2023-05
185800.0,End-cap,Yes,clothing,Yes,1323.0,Zara,64.99,USD,jackets,WOMAN,Winter,Viscose,Turkey,85981.76999999999,2023-05-07,2023-05
197524.0,Aisle,Yes,clothing,Yes,1300.0,Zara,56.95,USD,jackets,MAN,Summer,Cotton,Bangladesh,74035.0,2023-05-08,2023-05
148823.0,Aisle,No,clothing,Yes,953.0,Zara,45.95,USD,shoes,WOMAN,Spring,Cotton,Portugal,43790.350000000006,2023-05-09,2023-05
114550.0,End-cap,Yes,clothing,Yes,1383.0,Zara,19.95,USD,shoes,WOMAN,Spring,Cotton,Bangladesh,27590.85,2023-05-10,2023-05
125398.0,Aisle,No,clothing,No,766.0,Zara,21.99,USD,shoes,MAN,Summer,Cotton,Turkey,16844.34,2023-05-11,2023-05
123985.0,End-cap,No,clothing,Yes,854.0,Zara,55.99,USD,shoes,WOMAN,Winter,Polyester,India,47815.46,2023-05-12,2023-05
186638.0,End-cap,No,clothing,No,828.0,Zara,22.99,USD,shoes,WOMAN,Autumn,Polyester,Bangladesh,19035.719999999998,2023-05-13,2023-05
167281.0,End-cap,No,clothing,No,963.0,Zara,31.95,USD,shoes,WOMAN,Winter,Polyester,Bangladesh,30767.85,2023-05-14,2023-05
118578.0,End-cap,Yes,clothing,No,1467.0,Zara,47.99,USD,shoes,MAN,Summer,Polyester,India,70401.33,2023-05-15,2023-05
174041.0,End-cap,Yes,clothing,Yes,1519.0,Zara,26.99,USD,shoes,WOMAN,Autumn,Polyester,Bangladesh,40997.81,2023-05-16,2023-05
127644.0,Front of Store,No,clothing,No,694.0,Zara,129.99,USD,shoes,MAN,Winter,Cotton,Portugal,90213.06000000001,2023-05-17,2023-05
132007.0,Aisle,No,clothing,Yes,989.0,Zara,21.95,USD,shoes,MAN,Summer,Viscose,Turkey,21708.55,2023-05-18,2023-05
147998.0,Aisle,Yes,clothing,Yes,1510.0,Zara,19.99,USD,shoes,WOMAN,Summer,Cotton,China,30184.899999999998,2023-05-19,2023-05
176666.0,Aisle,Yes,clothing,Yes,1243.0,Zara,31.99,USD,shoes,MAN,Autumn,Viscose,Portugal,39763.57,2023-05-20,2023-05
193686.0,Aisle,Yes,clothing,Yes,1413.0,Zara,35.99,USD,shoes,WOMAN,Spring,Viscose,China,50853.87,2023-05-21,2023-05
163610.0,Front of Store,No,clothing,Yes,889.0,Zara,74.95,USD,shoes,WOMAN,Summer,Cotton,Vietnam,66630.55,2023-05-22,2023-05
170364.0,Aisle,No,clothing,No,980.0,Zara,22.95,USD,shoes,WOMAN,Summer,Cotton,Morocco,22491.0,2023-05-23,2023-05
167599.0,Aisle,Yes,clothing,No,1391.0,Zara,51.99,USD,shoes,WOMAN,Spring,Cotton,India,72318.09,2023-05-24,2023-05
166421.0,End-cap,Yes,clothing,Yes,1255.0,Zara,49.95,USD,shoes,WOMAN,Spring,Viscose,Vietnam,62687.25,2023-05-25,2023-05
129247.0,Front of Store,Yes,clothing,Yes,1491.0,Zara,19.99,USD,shoes,WOMAN,Summer,Cotton,China,29805.089999999997,2023-05-26,2023-05
127314.0,End-cap,Yes,clothing,Yes,1230.0,Zara,103.99,USD,shoes,WOMAN,Summer,Viscose,Bangladesh,127907.7,2023-05-27,2023-05
111979.0,Front of Store,No,clothing,Yes,1063.0,Zara,25.95,USD,shoes,WOMAN,Summer,Polyester,Cambodia,27584.85,2023-05-28,2023-05
120354.0,Aisle,Yes,clothing,Yes,1374.0,Zara,39.95,USD,shoes,MAN,Summer,Viscose,India,54891.3,2023-05-29,2023-05
144848.0,Front of Store,Yes,clothing,Yes,1585.0,Zara,30.99,USD,shoes,MAN,Summer,Cotton,Vietnam,49119.149999999994,2023-05-30,2023-05
111957.0,Aisle,Yes,clothing,Yes,1329.0,Zara,41.0,USD,shoes,WOMAN,Autumn,Viscose,Brazil,54489.0,2023-05-31,2023-05
160763.0,Front of Store,No,clothing,No,860.0,Zara,53.99,USD,shoes,WOMAN,Summer,Polyester,Bangladesh,46431.4,2023-06-01,2023-06
168270.0,End-cap,No,clothing,No,712.0,Zara,25.99,USD,shoes,MAN,Autumn,Cotton,Spain,18504.879999999997,2023-06-02,2023-06
195082.0,Front of Store,No,clothing,No,804.0,Zara,66.95,USD,shoes,MAN,Summer,Linen,Turkey,53827.8,2023-06-03,2023-06
110329.0,Front of Store,Yes,clothing,Yes,1181.0,Zara,50.99,USD,shoes,MAN,Autumn,Polyester,Portugal,60219.19,2023-06-04,2023-06
147449.0,End-cap,No,clothing,No,833.0,Zara,79.99,USD,shoes,WOMAN,Spring,Cotton,China,66631.67,2023-06-05,2023-06
193332.0,Aisle,No,clothing,No,931.0,Zara,51.99,USD,shoes,WOMAN,Summer,Viscose,India,48402.69,2023-06-06,2023-06
146804.0,Aisle,No,clothing,No,691.0,Zara,130.99,USD,shoes,MAN,Summer,Viscose,Turkey,90514.09000000001,2023-06-07,2023-06
188909.0,Aisle,Yes,clothing,Yes,1365.0,Zara,20.95,USD,sweaters,WOMAN,Autumn,Wool Blend,Turkey,28596.75,2023-06-08,2023-06
165910.0,End-cap,Yes,clothing,Yes,1484.0,Zara,21.95,USD,sweaters,MAN,Winter,Wool Blend,China,32573.8,2023-06-09,2023-06
136738.0,Front of Store,No,clothing,No,895.0,Zara,77.95,USD,sweaters,WOMAN,Winter,Acrylic,India,69765.25,2023-06-10,2023-06
144497.0,End-cap,No,clothing,No,836.0,Zara,25.0,USD,sweaters,WOMAN,Autumn,Wool,Portugal,20900.0,2023-06-11,2023-06
135036.0,End-cap,No,clothing,No,954.0,Zara,21.99,USD,sweaters,MAN,Winter,Wool Blend,Turkey,20978.46,2023-06-12,2023-06
166331.0,Aisle,Yes,clothing,Yes,1532.0,Zara,54.99,USD,sweaters,WOMAN,Winter,Wool,Pakistan,84244.68000000001,2023-06-13,2023-06
139789.0,Aisle,Yes,clothing,No,1738.0,Zara,21.99,USD,sweaters,WOMAN,Winter,Wool Blend,China,38218.619999999995,2023-06-14,2023-06
118569.0,Aisle,No,clothing,No,962.0,Zara,32.95,USD,sweaters,MAN,Winter,Wool,India,31697.9,2023-06-15,2023-06
155848.0,End-cap,Yes,clothing,Yes,1470.0,Zara,33.0,USD,sweaters,WOMAN,Autumn,Wool Blend,Morocco,48510.0,2023-06-16,2023-06
152563.0,Front of Store,No,clothing,Yes,1129.0,Zara,50.99,USD,sweaters,WOMAN,Winter,Polyester,India,57567.71,2023-06-17,2023-06
115153.0,Aisle,Yes,clothing,No,1380.0,Zara,49.99,USD,sweaters,MAN,Winter,Wool Blend,China,68986.2,2023-06-18,2023-06
125938.0,Aisle,Yes,clothing,No,1241.0,Zara,82.95,USD,sweaters,MAN,Winter,Wool Blend,Turkey,102940.95,2023-06-19,2023-06
122809.0,End-cap,Yes,clothing,No,1420.0,Zara,18.99,USD,sweaters,WOMAN,Autumn,Wool,Vietnam,26965.8,2023-06-20,2023-06
181502.0,Front of Store,Yes,clothing,Yes,1663.0,Zara,18.95,USD,sweaters,WOMAN,Winter,Wool,China,31513.85,2023-06-21,2023-06
182779.0,End-cap,Yes,clothing,Yes,1255.0,Zara,23.99,USD,sweaters,WOMAN,Autumn,Wool,Bangladesh,30107.449999999997,2023-06-22,2023-06
155674.0,Front of Store,No,clothing,No,1125.0,Zara,38.99,USD,sweaters,WOMAN,Winter,Wool Blend,Portugal,43863.75,2023-06-23,2023-06
182866.0,Aisle,Yes,clothing,No,1481.0,Zara,52.99,USD,sweaters,WOMAN,Winter,Acrylic,India,78478.19,2023-06-24,2023-06
148230.0,Front of Store,Yes,clothing,Yes,1119.0,Zara,48.0,USD,sweaters,MAN,Autumn,Wool Blend,Bangladesh,53712.0,2023-06-25,2023-06
126979.0,Front of Store,Yes,clothing,Yes,1515.0,Zara,73.95,USD,sweaters,WOMAN,Winter,Wool Blend,China,112034.25,2023-06-26,2023-06
135521.0,End-cap,No,clothing,Yes,838.0,Zara,64.0,USD,sweaters,MAN,Winter,Wool Blend,China,53632.0,2023-06-27,2023-06
185809.0,End-cap,No,clothing,No,694.0,Zara,99.99,USD,sweaters,MAN,Autumn,Wool Blend,Spain,69393.06,2023-06-28,2023-06
